label,area,perimeter,eccentricity,solidity,equivalent_diameter,centroid_x,centroid_y,min_intensity,max_intensity,mean_intensity
115,31.0,18.48528137423857,0.5094738399707434,0.9393939393939394,6.282549314314218,162.5483870967742,275.35483870967744,0.6099147200584412,0.6386281251907349,0.6276697
116,63.0,27.899494936611664,0.7489615125037908,0.9692307692307692,8.95623198216277,370.92063492063494,277.46031746031747,0.5556782484054565,0.6450702548027039,0.6025553
117,10.0,8.82842712474619,0.6831300510639732,1.0,3.5682482323055424,128.2,277.5,0.5931038856506348,0.6236578822135925,0.60371804
118,10.0,9.035533905932738,0.9457452108775426,0.7692307692307693,3.5682482323055424,78.1,278.3,0.588441014289856,0.5961715579032898,0.5912326
119,43.0,24.31370849898476,0.7241667144502373,0.7543859649122807,7.399277020331919,198.90697674418604,278.6279069767442,0.5143873691558838,0.5604024529457092,0.53579116
120,10.0,8.207106781186548,0.6546536707079772,0.9090909090909091,3.5682482323055424,100.1,278.8,0.5812626481056213,0.5896680951118469,0.58584577
121,16.0,11.65685424949238,0.5773502691896258,1.0,4.51351666838205,260.5,279.0,0.6197312474250793,0.6265414953231812,0.6231824
122,21.0,14.242640687119284,0.712241974147557,1.0,5.170882945826411,152.14285714285714,279.85714285714283,0.60077303647995,0.6052518486976624,0.6028533
123,84.0,42.970562748477136,0.49421122058807365,0.7777777777777778,10.341765891652821,386.2261904761905,279.51190476190476,0.513098955154419,0.6378918886184692,0.5724431
124,12.0,9.65685424949238,0.0,1.0,3.9088200952233594,144.5,282.5,0.6194858551025391,0.6227989196777344,0.6211169
125,12.0,9.65685424949238,0.0,1.0,3.9088200952233594,277.5,282.5,0.593656063079834,0.6012025475502014,0.59740883
126,15.0,11.65685424949238,0.7343887778710586,1.0,4.370193722368317,35.266666666666666,282.93333333333334,0.5982575416564941,0.6100987792015076,0.6044584
127,23.0,16.27817459305202,0.6963168963727184,0.8518518518518519,5.4115163798060095,346.1304347826087,282.8695652173913,0.618872344493866,0.6378305554389954,0.62898225
128,15.0,11.414213562373096,0.4898979485566355,1.0,4.370193722368317,374.4,287.6,0.6179520487785339,0.6384440660476685,0.6285785
129,56.0,29.899494936611667,0.9275588416253248,0.9032258064516129,8.444016491289505,97.01785714285714,291.5,0.5575802326202393,0.6181974411010742,0.57917225
130,59.0,29.899494936611667,0.8481723628824609,0.9076923076923077,8.667244841319219,186.40677966101694,286.23728813559325,0.5190502405166626,0.5988097190856934,0.5300741
131,51.0,26.485281374238568,0.8535268369112562,0.9272727272727272,8.058239062071396,233.27450980392157,288.11764705882354,0.547825038433075,0.6242100596427917,0.58716464
132,19.0,13.65685424949238,0.776661503145017,1.0,4.918490759365935,386.3157894736842,288.57894736842104,0.5740842819213867,0.5923676490783691,0.5840623
133,19.0,14.207106781186548,0.8955607245522076,0.95,4.918490759365935,38.31578947368421,290.94736842105266,0.6190564036369324,0.6231670379638672,0.6211715
134,43.0,24.449747468305834,0.893599139955333,0.9148936170212766,7.399277020331919,166.2093023255814,291.6511627906977,0.5268421173095703,0.6085035800933838,0.58597827
135,10.0,8.207106781186548,0.6546536707079772,0.9090909090909091,3.5682482323055424,55.9,293.2,0.5670900344848633,0.5891159176826477,0.5704154
136,10.0,8.207106781186548,0.6546536707079772,0.9090909090909091,3.5682482323055424,151.1,292.8,0.5159212350845337,0.5324866771697998,0.51926506
137,26.0,17.071067811865476,0.7610887686218077,0.9285714285714286,5.753627391751592,374.03846153846155,293.0,0.5686238408088684,0.6346401572227478,0.5857532
138,19.0,14.207106781186548,0.8955607245522076,0.95,4.918490759365935,239.94736842105263,294.3157894736842,0.6153138279914856,0.6385054588317871,0.6271582
139,10.0,8.82842712474619,0.6831300510639732,1.0,3.5682482323055424,28.5,295.2,0.5323026180267334,0.6093012094497681,0.55579484
140,18.0,14.071067811865477,0.48472394249122197,0.6923076923076923,4.787307364817192,78.38888888888889,298.8888888888889,0.6195471882820129,0.6385054588317871,0.6334063
141,15.0,11.65685424949238,0.7343887778710585,1.0,4.370193722368317,52.733333333333334,299.06666666666666,0.588134229183197,0.5923062562942505,0.5900976
142,18.0,13.65685424949238,0.6625654585447002,0.9,4.787307364817192,183.27777777777777,298.8333333333333,0.5292349457740784,0.5839008688926697,0.55632585
143,12.0,9.65685424949238,0.0,1.0,3.9088200952233594,362.5,299.5,0.5747591853141785,0.5894226431846619,0.58202446
144,18.0,14.0,0.8783100656536799,1.0,4.787307364817192,39.0,304.5,0.5557396411895752,0.6218172907829285,0.5887989
145,48.0,24.31370849898476,0.6565836643108944,0.9411764705882353,7.817640190446719,254.70833333333334,302.0,0.5509540438652039,0.6383213400840759,0.5962802
146,19.0,13.65685424949238,0.776661503145017,1.0,4.918490759365935,197.42105263157896,304.6842105263158,0.6104055643081665,0.6163568496704102,0.6135087
147,11.0,10.242640687119286,0.8029966139691335,1.0,3.742410318509555,230.27272727272728,304.72727272727275,0.5211976170539856,0.5679489374160767,0.52900624
148,10.0,8.82842712474619,0.6831300510639732,1.0,3.5682482323055424,28.5,305.2,0.579851508140564,0.5851892828941345,0.5827044
149,13.0,10.82842712474619,0.7027994916802892,1.0,4.068428945128219,243.76923076923077,304.7692307692308,0.559175431728363,0.586907148361206,0.5698226
150,9.0,8.035533905932738,0.9220355298098003,0.9,3.385137501286538,378.77777777777777,305.55555555555554,0.5540830492973328,0.5633474588394165,0.5593868
151,11.0,8.414213562373096,0.7905694150420949,0.8461538461538461,3.742410318509555,23.0,308.0,0.5371494889259338,0.6197312474250793,0.5492306
152,27.0,19.035533905932738,0.5317747367918189,0.8709677419354839,5.863230142835039,205.14814814814815,308.8888888888889,0.5716915130615234,0.6004049181938171,0.57998556
